points : 3995
rounding: 0
skipped lines: 1 3 7 8 18 19 24 29 30 35 39 40 48 50 54 58 61 63 65 66 68 69 70 72 73 80 82 85 93 97 101 105 108 109 110 113 114 119
"-1,0"
"-0,49584068565666756"
"-0,4953365263423242"
"-0,49483236702798084"
"-0,4943282077136375"
"-0,49382404839929417"
"-0,49331988908495084"
"-0,4928157297706075"
"-0,4923115704562641"
"-0,49180741114192084"
"-0,4913032518275775"
"-0,49079909251323417"
"-0,49029493319889084"
"-0,48979077388454745"
"-0,48928661457020406"
"-0,4887824552558607"
"-0,48827829594151745"
"-0,4877741366271741"
"-0,4872699773128308"
"-0,48676581799848745"
"-0,48626165868414417"
"-0,48575749936980084"
"-0,4852533400554575"
"-0,48474918074111417"
"-0,4842450214267708"
"-0,4837408621124274"
"-0,48323670279808406"
"-0,48273254348374073"
"-0,48222838416939745"
"-0,4817242248550541"
"-0,4812200655407108"
"-0,4807159062263675"
"-0,48021174691202423"
"-0,4797075875976809"
"-0,4792034282833375"
"-0,4786992689689942"
"-0,47819510965465084"
"-0,4776909503403075"
"-0,47718679102596406"
"-0,4766826317116208"
"-0,47617847239727745"
"-0,4756743130829341"
"-0,4751701537685908"
"-0,47466599445424745"
"-0,47416183513990406"
"-0,47365767582556073"
"-0,4731535165112174"
"-0,47264935719687406"
"-0,47214519788253073"
"-0,47164103856818745"
"-0,4711368792538442"
"-0,47063271993950084"
"-0,47012856062515757"
"-0,4696244013108143"
"-0,4691202419964709"
"-0,4686160826821275"
"-0,4681119233677842"
"-0,4676077640534408"
"-0,46710360473909746"
"-0,4665994454247541"
"-0,4660952861104108"
"-0,4655911267960675"
"-0,46508696748172423"
"-0,46458280816738085"
"-0,4640786488530375"
"-0,4635744895386942"
"-0,46307033022435085"
"-0,4625661709100075"
"-0,4620620115956642"
"-0,4615578522813208"
"-0,46105369296697746"
"-0,4605495336526341"
"-0,46004537433829085"
"-0,4595412150239475"
"-0,45903705570960424"
"-0,45853289639526085"
"-0,4580287370809175"
"-0,4575245777665742"
"-0,45197882530879785"
"-0,4464330728510205"
"-0,4408873203932442"
"-0,4560120998235441"
"-0,4555079405092008"
"-0,45500378119485746"
"-0,4544996218805142"
"-0,45399546256617085"
"-0,4534913032518275"
"-0,45298714393748424"
"-0,4524829846231409"
"-0,45197882530879746"
"-0,4514746659944541"
"-0,4509705066801108"
"-0,4504663473657674"
"-0,4499621880514241"
"-0,44945802873708074"
"-0,4489538694227374"
"-0,4484497101083941"
"-0,44794555079405074"
"-0,44744139147970746"
"-0,44693723216536413"
"-0,4464330728510208"
"-0,4459289135366775"
"-0,44542475422233424"
